2111170358, 0.02140233688608721, 0.02140233688608721, 0.02140233688608721, 0.02140233688608721, 0.03424373901773954, 0.01712186950886977, 0.02140233688608721, 0.01712186950886977, 0.01712186950886977, 0.01712186950886977, 0.012841402131652326, 0.01712186950886977, 0.02140233688608721, 0.029963271640522097, 0.02140233688608721, 0.02140233688608721, 0.029963271640522097, 0.02140233688608721, 0.012841402131652326, 0.008560934754434885, 0.01712186950886977, 0.06420701065826163, 0.01712186950886977, 0.03852420639495698, 0.012841402131652326, 0.008560934754434885, 0.004280467377217443, 0.0, 0.0813288801671314, 0.029963271640522097
2111170403, 0.09845074967600118, 0.09845074967600118, 0.09845074967600118, 0.10701168443043606, 0.12841402131652327, 0.09417028229878373, 0.09417028229878373, 0.08560934754434885, 0.08560934754434885, 0.09417028229878373, 0.07704841278991396, 0.08560934754434885, 0.09845074967600118, 0.09845074967600118, 0.09845074967600118, 0.1112921518076535, 0.12841402131652327, 0.10701168443043606, 0.06848747803547908, 0.07276794541269652, 0.10273121705321861, 0.26110851001026397, 0.10273121705321861, 0.1412554234481756, 0.07704841278991396, 0.07276794541269652, 0.051365608526609305, 0.02140233688608721, 0.3766811291951349, 0.1112921518076535
2111170408, 0.18834056459756746, 0.21830383623808955, 0.2439866405013942, 0.3039131837824384, 0.44944907460783146, 0.17549916246591513, 0.1626577603342628, 0.1626577603342628, 0.1797796298431326, 0.22686477099252444, 0.17549916246591513, 0.14981635820261047, 0.14553589082539303, 0.14981635820261047, 0.14981635820261047, 0.17549916246591513, 0.21402336886087212, 0.1626577603342628, 0.11557261918487094, 0.16693822771148026, 0.3039131837824384, 0.8436430913481942, 0.3124741185368733, 0.5008146831344408, 0.20546243410643722, 0.16693822771148026, 0.11557261918487094, 0.047085141149391864, 0.8657767746811331, 0.3039131837824384
2111170413, 0.17549916246591513, 0.17549916246591513, 0.16693822771148026, 0.16693822771148026, 0.16693822771148026, 0.17549916246591513, 0.1797796298431326, 0.17549916246591513, 0.16693822771148026, 0.1626577603342628, 0.1626577603342628, 0.17549916246591513, 0.20546243410643722, 0.20546243410643722, 0.19690149935200235, 0.2354257057469593, 0.29963271640522093, 0.21830383623808955, 0.1326944886937407, 0.16693822771148026, 0.1626577603342628, 0.18834056459756746, 0.15837729295704536, 0.1626577603342628, 0.14553589082539303, 0.16693822771148026, 0.10273121705321861, 0.04280467377217442, 0.21402336886087212, 0.17549916246591513
2111170418, 0.5350584221521802, 0.5093756178888756, 0.4751318788711361, 0.47941234624835355, 0.4708514114939186, 0.5179365526433105, 0.5521802916610501, 0.5350584221521802, 0.483692813625571, 0.38952253132678727, 0.3595592596862652, 0.5564607590382675, 0.6806481532049321, 0.6969279211262885, 0.6230690424806496, 0.4751318788711361, 0.3039131837824384, 0.4665709441167012, 0.4580100093622663, 0.22686477099252444, 0.3766811291951349, 0.5864240306787896, 0.3424373901773954, 0.4665709441167012, 0.26110851001026397, 0.21402336886087212, 0.14981635820261047, 0.07276794541269652, 0.7221822093749535, 0.5008146831344408
2111170423, 0.8195055125256414, 0.8116312475390229, 0.7407187704989492, 0.7141200082102993, 0.6470730305827505, 0.8195055125256414, 0.7721588242589114, 0.7767957460363271, 0.8330651723863339, 0.6969279211262885, 0.7221822093749535, 0.7570742018210098, 0.8494004843972048, 0.8553547761193355, 0.800722034824211, 0.5864240306787896, 0.3124741185368733, 0.5693021611699198, 0.6260174392876013, 0.732160149901569, 0.651095531533784, 0.6041982430253594, 0.6344628824874456, 0.5957389585539786, 0.6022543063782119, 0.7221822093749535, 0.4751318788711361, 0.14553589082539303, 0.6041982430253594, 0.7221822093749535
2111170428, 0.8129733376297614, 0.7907750771345615, 0.651095531533784, 0.6653476758612008, 0.6059696673828812, 0.8218608834006156, 0.787326787001336, 0.8360838724129975, 0.6915041724008607, 0.5478998242838327, 0.5179365526433105, 0.7915161756269337, 0.8553547761193355, 0.8743686309370222, 0.8366315567545158, 0.8448367473577093, 0.9737098954310051, 0.8165825974189119, 0.6260174392876013, 0.36812019444070004, 0.5222170200205279, 0.8436430913481942, 0.5008146831344408, 0.5909525889943101, 0.4366076724761791, 0.3295959880457431, 0.2825108468963512, 0.11557261918487094, 0.7628364534586343, 0.76000900685321
2111170433, 0.78682628723769, 0.7713634999247029, 0.7674342034968453, 0.7628364534586343, 0.7628364534586343, 0.7820965630255906, 0.800722034824211, 0.7949462933849124, 0.7750010491045066, 0.7713634999247029, 0.78682628723769, 0.800722034824211, 0.8448367473577093, 0.8499288091020389, 0.8399646980990026, 0.8494004843972048, 0.9546593876983434, 0.8363687130292874, 0.7799970026373647, 0.8448367473577093, 0.7674342034968453, 0.7713634999247029, 0.7628364534586343, 0.7570742018210098, 0.7570742018210098, 0.8400846626758461, 0.6153311433624918, 0.3124741185368733, 0.8072852531851802, 0.7628364534586343
2111170439, 0.6230690424806496, 0.6022543063782119, 0.560741226415485, 0.5821435633015721, 0.5735826285471373, 0.5909525889943101, 0.6153311433624918, 0.5957389585539786, 0.5564607590382675, 0.4751318788711361, 0.42804673772174423, 0.6022543063782119, 0.7407187704989492, 0.7509872330327861, 0.7221822093749535, 0.7635446787074252, 0.9822343637547066, 0.7554388280544739, 0.5909525889943101, 0.18834056459756746, 0.4751318788711361, 0.8360838724129975, 0.46229047673948376, 0.5909525889943101, 0.38952253132678727, 0.16693822771148026, 0.445168607230614, 0.49225374838000585, 0.8072852531851802, 0.6129593414232067
2111170444, 0.6379619837336407, 0.6129593414232067, 0.590704498056007, 0.6022543063782119, 0.6022543063782119, 0.6129593414232067, 0.6379619837336407, 0.6153311433624918, 0.5864240306787896, 0.5350584221521802, 0.5179365526433105, 0.6260174392876013, 0.7799970026373647, 0.8006305001967422, 0.7509872330327861, 0.787326787001336, 0.834295924927974, 0.8360838724129975, 0.5393388895293977, 0.4580100093622663, 0.5393388895293977, 0.8043748786247618, 0.5264974873977454, 0.6059696673828812, 0.4751318788711361, 0.44944907460783146, 0.3595592596862652, 0.17549916246591513, 0.8239538355065263, 0.6260174392876013
2111170449, 0.445168607230614, 0.42804673772174423, 0.38096159657235235, 0.445168607230614, 0.4751318788711361, 0.38952253132678727, 0.41520533559009193, 0.38096159657235235, 0.33815692280017795, 0.26110851001026397, 0.1797796298431326, 0.3766811291951349, 0.4665709441167012, 0.4751318788711361, 0.4708514114939186, 0.7141200082102993, 0.8494004843972048, 0.6653476758612008, 0.29107178165078607, 0.0813288801671314, 0.29963271640522093, 0.8330651723863339, 0.27394991214191633, 0.5093756178888756, 0.15837729295704536, 0.07276794541269652, 0.10701168443043606, 0.051365608526609305, 0.8499288091020389, 0.4751318788711361
2111170454, 0.8287541991838171, 0.732160149901569, 0.5957389585539786, 0.6022543063782119, 0.5436193569066151, 0.7799970026373647, 0.780748331913164, 0.8463643353913022, 0.6260174392876013, 0.4665709441167012, 0.41520533559009193, 0.787326787001336, 0.9653948661604362, 1.0, 0.8697463114845709, 0.7750010491045066, 0.7713634999247029, 0.7563962536982474, 0.6230690424806496, 0.1112921518076535, 0.41520533559009193, 0.7044588207998007, 0.35099832493183025, 0.5179365526433105, 0.21830383623808955, 0.08560934754434885, 0.1326944886937407, 0.059926543281044194, 0.7601174857261932, 0.675663335178331
2111170459, 0.7044588207998007, 0.6059696673828812, 0.5393388895293977, 0.5478998242838327, 0.483692813625571, 0.6344628824874456, 0.7509872330327861, 0.6915041724008607, 0.5650216937927024, 0.38952253132678727, 0.32103505329130816, 0.7509872330327861, 0.8366315567545158, 0.8400846626758461, 0.7674342034968453, 0.7767957460363271, 0.7621395905404972, 0.8287541991838171, 0.5650216937927024, 0.07704841278991396, 0.32103505329130816, 0.5864240306787896, 0.2653889773874814, 0.46229047673948376, 0.15837729295704536, 0.05564607590382675, 0.10701168443043606, 0.047085141149391864, 0.7221822093749535, 0.590704498056007
2111170505, 0.6653476758612008, 0.5864240306787896, 0.5008146831344408, 0.49225374838000585, 0.33815692280017795, 0.6059696673828812, 0.7221822093749535, 0.6608298605976839, 0.5436193569066151, 0.3124741185368733, 0.2653889773874814, 0.7221822093749535, 0.834295924927974, 0.8376383603002476, 0.7628364534586343, 0.7628364534586343, 0.8499288091020389, 0.756795832335689, 0.560741226415485, 0.047085141149391864, 0.19690149935200235, 0.2525475752558291, 0.14981635820261047, 0.22686477099252444, 0.1112921518076535, 0.02140233688608721, 0.0813288801671314, 0.03424373901773954, 0.2439866405013942, 0.5436193569066151
2111170510, 0.4237662703445268, 0.36812019444070004, 0.27394991214191633, 0.2825108468963512, 0.19690149935200235, 0.36812019444070004, 0.4237662703445268, 0.38096159657235235, 0.29107178165078607, 0.14553589082539303, 0.12413355393930582, 0.39808346608122214, 0.5050951505116582, 0.5136560852660931, 0.5008146831344408, 0.7705435765414795, 0.8856534228553338, 0.7044588207998007, 0.29963271640522093, 0.02140233688608721, 0.12413355393930582, 0.2439866405013942, 0.10701168443043606, 0.16693822771148026, 0.07276794541269652, 0.008560934754434885, 0.05564607590382675, 0.01712186950886977, 0.29963271640522093, 0.35099832493183025
2111170515, 0.3424373901773954, 0.29963271640522093, 0.22686477099252444, 0.22686477099252444, 0.14981635820261047, 0.29963271640522093, 0.33815692280017795, 0.3039131837824384, 0.2354257057469593, 0.1326944886937407, 0.11557261918487094, 0.3124741185368733, 0.4237662703445268, 0.4366076724761791, 0.4366076724761791, 0.7407187704989492, 0.9153597086611597, 0.6806481532049321, 0.2525475752558291, 0.03852420639495698, 0.1112921518076535, 0.13697495607095816, 0.09845074967600118, 0.1326944886937407, 0.07704841278991396, 0.029963271640522097, 0.06848747803547908, 0.04280467377217442, 0.1326944886937407, 0.29107178165078607
2111170520, 0.6653476758612008, 0.5821435633015721, 0.4965342157572233, 0.47941234624835355, 0.29107178165078607, 0.6153311433624918, 0.7509872330327861, 0.6969279211262885, 0.5564607590382675, 0.3295959880457431, 0.3124741185368733, 0.7799970026373647, 0.8551726797633987, 0.8657767746811331, 0.78682628723769, 0.6470730305827505, 0.5093756178888756, 0.6129593414232067, 0.5821435633015721, 0.0813288801671314, 0.20546243410643722, 0.11985308656208839, 0.14981635820261047, 0.1626577603342628, 0.12841402131652327, 0.059926543281044194, 0.11985308656208839, 0.09845074967600118, 0.06420701065826163, 0.5179365526433105
2111170525, 0.7907750771345615, 0.6379619837336407, 0.5521802916610501, 0.5264974873977454, 0.36812019444070004, 0.7141200082102993, 0.8195055125256414, 0.8330651723863339, 0.6041982430253594, 0.42804673772174423, 0.4237662703445268, 0.7991301291520382, 0.9249078758276424, 0.9546593876983434, 0.8499288091020389, 0.8436430913481942, 0.6260174392876013, 0.7799970026373647, 0.6379619837336407, 0.14981635820261047, 0.29963271640522093, 0.11985308656208839, 0.2354257057469593, 0.21830383623808955, 0.21402336886087212, 0.1326944886937407, 0.19690149935200235, 0.14981635820261047, 0.03852420639495698, 0.5693021611699198
2111170530, 0.8360838724129975, 0.7221822093749535, 0.6041982430253594, 0.590704498056007, 0.4751318788711361, 0.8116312475390229, 0.780748331913164, 0.8129733376297614, 0.6915041724008607, 0.5350584221521802, 0.5393388895293977, 0.7767957460363271, 0.8697463114845709, 0.8856534228553338, 0.8376383603002476, 0.8366315567545158, 0.8856534228553338, 0.78682628723769, 0.6608298605976839, 0.4580100093622663, 0.4751318788711361, 0.14981635820261047, 0.44944907460783146, 0.35099832493183025, 0.445168607230614, 0.4366076724761791, 0.3424373901773954, 0.15837729295704536, 0.03424373901773954, 0.6153311433624918
2111170535, 0.7705435765414795, 0.651095531533784, 0.5821435633015721, 0.5650216937927024, 0.4708514114939186, 0.7044588207998007, 0.8330651723863339, 0.7799970026373647, 0.6230690424806496, 0.5050951505116582, 0.5050951505116582, 0.8436430913481942, 0.8239538355065263, 0.8366315567545158, 0.7674342034968453, 0.7713634999247029, 0.8448367473577093, 0.7563962536982474, 0.6041982430253594, 0.38952253132678727, 0.4537295419850489, 0.26110851001026397, 0.41520533559009193, 0.36812019444070004, 0.38952253132678727, 0.36812019444070004, 0.29107178165078607, 0.13697495607095816, 0.1412554234481756, 0.5957389585539786
2111170540, 0.8360838724129975, 0.7705435765414795, 0.651095531533784, 0.6344628824874456, 0.5478998242838327, 0.8330651723863339, 0.7915161756269337, 0.8195055125256414, 0.7221822093749535, 0.5650216937927024, 0.5564607590382675, 0.780748331913164, 0.8363687130292874, 0.8366315567545158, 0.7820965630255906, 0.7509872330327861, 0.5564607590382675, 0.7799970026373647, 0.7554388280544739, 0.38952253132678727, 0.5179365526433105, 0.4366076724761791, 0.5050951505116582, 0.5179365526433105, 0.5222170200205279, 0.36812019444070004, 0.6806481532049321, 0.7820965630255906, 0.29107178165078607, 0.675663335178331
2111170545, 0.7554388280544739, 0.7570742018210098, 0.7570742018210098, 0.780748331913164, 0.8436430913481942, 0.7635446787074252, 0.7674342034968453, 0.7750010491045066, 0.7674342034968453, 0.7628364534586343, 0.8165825974189119, 0.7949462933849124, 0.8239538355065263, 0.8165825974189119, 0.7820965630255906, 0.6470730305827505, 0.4580100093622663, 0.651095531533784, 0.756795832335689, 0.8657767746811331, 0.7563962536982474, 0.5179365526433105, 0.7563962536982474, 0.7141200082102993, 0.7713634999247029, 0.8657767746811331, 0.7601174857261932, 0.8116312475390229, 0.32103505329130816, 0.8043748786247618
2111170551, 0.6059696673828812, 0.6059696673828812, 0.6059696673828812, 0.6059696673828812, 0.5909525889943101, 0.6041982430253594, 0.5968451387157588, 0.5968451387157588, 0.6022543063782119, 0.5968451387157588, 0.5957389585539786, 0.5909525889943101, 0.5650216937927024, 0.5650216937927024, 0.5864240306787896, 0.8360838724129975, 0.8239538355065263, 0.8287541991838171, 0.7141200082102993, 0.5693021611699198, 0.5957389585539786, 0.5478998242838327, 0.5957389585539786, 0.5957389585539786, 0.6153311433624918, 0.5693021611699198, 0.7907750771345615, 0.7583195595278838, 0.5008146831344408, 0.6129593414232067
2111170556, 0.5179365526433105, 0.5650216937927024, 0.6129593414232067, 0.6260174392876013, 0.7407187704989492, 0.5350584221521802, 0.4879732810027884, 0.5050951505116582, 0.5821435633015721, 0.7509872330327861, 0.7705435765414795, 0.4751318788711361, 0.20546243410643722, 0.18834056459756746, 0.3124741185368733, 0.651095531533784, 0.800722034824211, 0.675663335178331, 0.5778630959243547, 0.7601174857261932, 0.8436430913481942, 0.7705435765414795, 0.8195055125256414, 0.8330651723863339, 0.780748331913164, 0.7549293225803891, 0.7570742018210098, 0.7628364534586343, 0.7407187704989492, 0.6022543063782119
2111170614, 0.7602741501059247, 0.7563841419594781, 0.7563962536982474, 0.7549293225803891, 0.7601174857261932, 0.7635446787074252, 0.7713634999247029, 0.7713634999247029, 0.7602741501059247, 0.7549293225803891, 0.7549293225803891, 0.78682628723769, 0.8366315567545158, 0.8366315567545158, 0.800722034824211, 0.590704498056007, 0.21830383623808955, 0.6041982430253594, 0.800722034824211, 0.7621395905404972, 0.756795832335689, 0.7721588242589114, 0.756795832335689, 0.7621395905404972, 0.7570742018210098, 0.7654978953204998, 0.7713634999247029, 0.8448367473577093, 0.780748331913164, 0.7570742018210098
2111170619, 0.7563841419594781, 0.7563962536982474, 0.7549293225803891, 0.756795832335689, 0.7621395905404972, 0.7583195595278838, 0.7628364534586343, 0.7628364534586343, 0.7563841419594781, 0.7570742018210098, 0.7549293225803891, 0.7750010491045066, 0.834295924927974, 0.8239538355065263, 0.7820965630255906, 0.5968451387157588, 0.2825108468963512, 0.6129593414232067, 0.7750010491045066, 0.7621395905404972, 0.7601174857261932, 0.7767957460363271, 0.7601174857261932, 0.7654978953204998, 0.756795832335689, 0.7621395905404972, 0.7583195595278838, 0.8072852531851802, 0.780748331913164, 0.7601174857261932
2111170639, 0.7621395905404972, 0.7654978953204998, 0.7654978953204998, 0.7721588242589114, 0.7621395905404972, 0.756795832335689, 0.7549293225803891, 0.7563962536982474, 0.756795832335689, 0.7601174857261932, 0.7570742018210098, 0.7583195595278838, 0.78682628723769, 0.78682628723769, 0.7602741501059247, 0.5436193569066151, 0.13697495607095816, 0.5521802916610501, 0.787326787001336, 0.7583195595278838, 0.7601174857261932, 0.7570742018210098, 0.7601174857261932, 0.7721588242589114, 0.7654978953204998, 0.7583195595278838, 0.8287541991838171, 0.7799970026373647, 0.7583195595278838, 0.787326787001336
2111170641, 0.7654978953204998, 0.7767957460363271, 0.7767957460363271, 0.780748331913164, 0.7721588242589114, 0.7601174857261932, 0.7570742018210098, 0.7549293225803891, 0.7601174857261932, 0.7654978953204998, 0.756795832335689, 0.7563841419594781, 0.78682628723769, 0.78682628723769, 0.7583195595278838, 0.5350584221521802, 0.12841402131652327, 0.5436193569066151, 0.8129733376297614, 0.7563841419594781, 0.7654978953204998, 0.756795832335689, 0.7654978953204998, 0.780748331913164, 0.780748331913164, 0.7563841419594781, 0.8330651723863339, 0.6915041724008607, 0.7583195595278838, 0.7915161756269337
2111170646, 0.5650216937927024, 0.5821435633015721, 0.6129593414232067, 0.5957389585539786, 0.6041982430253594, 0.5909525889943101, 0.5735826285471373, 0.5909525889943101, 0.6230690424806496, 0.7509872330327861, 0.8517162080776685, 0.590704498056007, 0.5350584221521802, 0.5307779547749628, 0.5307779547749628, 0.32103505329130816, 0.07276794541269652, 0.33815692280017795, 0.5478998242838327, 0.7949462933849124, 0.76000900685321, 0.4751318788711361, 0.7907750771345615, 0.5864240306787896, 0.8463643353913022, 0.8165825974189119, 0.6653476758612008, 0.5350584221521802, 0.33815692280017795, 0.5650216937927024
2111170651, 0.21402336886087212, 0.2525475752558291, 0.29963271640522093, 0.32103505329130816, 0.41520533559009193, 0.21830383623808955, 0.18834056459756746, 0.19690149935200235, 0.26110851001026397, 0.3424373901773954, 0.33815692280017795, 0.1797796298431326, 0.11985308656208839, 0.11557261918487094, 0.1326944886937407, 0.1412554234481756, 0.12841402131652327, 0.14981635820261047, 0.2439866405013942, 0.39808346608122214, 0.39808346608122214, 0.5264974873977454, 0.41520533559009193, 0.46229047673948376, 0.39808346608122214, 0.406644400835657, 0.39808346608122214, 0.4237662703445268, 0.590704498056007, 0.29963271640522093
2111170656, 0.4665709441167012, 0.5050951505116582, 0.5564607590382675, 0.5521802916610501, 0.5968451387157588, 0.483692813625571, 0.445168607230614, 0.46229047673948376, 0.5307779547749628, 0.6470730305827505, 0.6969279211262885, 0.42804673772174423, 0.1797796298431326, 0.17549916246591513, 0.2653889773874814, 0.5693021611699198, 0.7915161756269337, 0.5650216937927024, 0.4237662703445268, 0.7554388280544739, 0.6969279211262885, 0.5521802916610501, 0.732160149901569, 0.6022543063782119, 0.7705435765414795, 0.7602741501059247, 0.6041982430253594, 0.4751318788711361, 0.5136560852660931, 0.5222170200205279
2111170701, 0.732160149901569, 0.6915041724008607, 0.6344628824874456, 0.6379619837336407, 0.5957389585539786, 0.6969279211262885, 0.7509872330327861, 0.7141200082102993, 0.651095531533784, 0.5778630959243547, 0.560741226415485, 0.7407187704989492, 0.8287541991838171, 0.8195055125256414, 0.8463643353913022, 0.8195055125256414, 0.787326787001336, 0.8129733376297614, 0.8330651723863339, 0.4708514114939186, 0.560741226415485, 0.5957389585539786, 0.5521802916610501, 0.5909525889943101, 0.5521802916610501, 0.46229047673948376, 0.6344628824874456, 0.8195055125256414, 0.5909525889943101, 0.675663335178331
2111170706, 0.6260174392876013, 0.6260174392876013, 0.6153311433624918, 0.6230690424806496, 0.6344628824874456, 0.6230690424806496, 0.6260174392876013, 0.6230690424806496, 0.6129593414232067, 0.6022543063782119, 0.5957389585539786, 0.6230690424806496, 0.651095531533784, 0.6608298605976839, 0.651095531533784, 0.7799970026373647, 0.7767957460363271, 0.7509872330327861, 0.5864240306787896, 0.5864240306787896, 0.6041982430253594, 0.7705435765414795, 0.6022543063782119, 0.6379619837336407, 0.5821435633015721, 0.5821435633015721, 0.5393388895293977, 0.483692813625571, 0.8195055125256414, 0.6344628824874456
2111170712, 0.5436193569066151, 0.5307779547749628, 0.5179365526433105, 0.5264974873977454, 0.5350584221521802, 0.5393388895293977, 0.560741226415485, 0.5564607590382675, 0.5264974873977454, 0.4965342157572233, 0.4879732810027884, 0.560741226415485, 0.6230690424806496, 0.6260174392876013, 0.5957389585539786, 0.3595592596862652, 0.07704841278991396, 0.35099832493183025, 0.5050951505116582, 0.46229047673948376, 0.5008146831344408, 0.6260174392876013, 0.49225374838000585, 0.5393388895293977, 0.4665709441167012, 0.4580100093622663, 0.406644400835657, 0.3295959880457431, 0.7907750771345615, 0.5307779547749628
2111170747, 0.14553589082539303, 0.19690149935200235, 0.27394991214191633, 0.3039131837824384, 0.445168607230614, 0.1626577603342628, 0.12841402131652327, 0.1412554234481756, 0.21830383623808955, 0.3766811291951349, 0.3766811291951349, 0.12841402131652327, 0.047085141149391864, 0.04280467377217442, 0.06420701065826163, 0.029963271640522097, 0.0, 0.03852420639495698, 0.13697495607095816, 0.483692813625571, 0.44944907460783146, 0.5735826285471373, 0.46229047673948376, 0.483692813625571, 0.445168607230614, 0.49225374838000585, 0.3595592596862652, 0.2653889773874814, 0.6806481532049321, 0.26110851001026397
2111170810, 0.1412554234481756, 0.19690149935200235, 0.3124741185368733, 0.3039131837824384, 0.4237662703445268, 0.17549916246591513, 0.12841402131652327, 0.14981635820261047, 0.2653889773874814, 0.46229047673948376, 0.47941234624835355, 0.12841402131652327, 0.0, 0.0, 0.02140233688608721, 0.0, 0.0, 0.012841402131652326, 0.21402336886087212, 0.590704498056007, 0.4879732810027884, 0.406644400835657, 0.5093756178888756, 0.4580100093622663, 0.5307779547749628, 0.6022543063782119, 0.5179365526433105, 0.5136560852660931, 0.3766811291951349, 0.2439866405013942
2111170815, 0.047085141149391864, 0.06420701065826163, 0.09845074967600118, 0.09845074967600118, 0.12841402131652327, 0.059926543281044194, 0.04280467377217442, 0.051365608526609305, 0.08560934754434885, 0.14553589082539303, 0.1626577603342628, 0.04280467377217442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05564607590382675, 0.2825108468963512, 0.16693822771148026, 0.12413355393930582, 0.1797796298431326, 0.13697495607095816, 0.20546243410643722, 0.29963271640522093, 0.1626577603342628, 0.12413355393930582, 0.11557261918487094, 0.07704841278991396
2111170834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02140233688608721, 0.0
2111170836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02140233688608721, 0.0
2111170841, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2111170847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2111170901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2111170906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
